Mandat,Sous-mandat,X,Y,Commune,Remarque,Info,Type 1,Type 2,Type 3
6829,_03509,2588510,1114530,Nendaz,,,Géotechnique,na,na
6830,_03510,2580152,1112708,Saillon,,,Géotechnique,na,na
6831,_03511,2588142,1118499,Vétroz,,,Hydrogéologie,na,na
6832,_03512,2589726,1122610,Conthey,,,Géotechnique,na,na
6833,_03513,2588657,1118983,Vétroz,,,Infiltration,na,na
6834,_03514,2586803,1118877,Vétroz,,,Infiltration,na,na
6835,_03515,2588551,1118375,Vétroz,,,Essais de plaque,na,na
6836,_03516,2561101,1125360,Collombey-Muraz,,,Expertise,na,na
6838,_03517,2590307,1128330,Savièse,,,Dangers naturels,na,na
6839,_03518,2583733,1115616,Chamoson,,,Géotechnique,na,na
6840,_03519,2593358,1119750,Sion,,,Polluants des bâtiments,na,na
6841,_03520,2592885,1120138,Sion,,,Polluants des bâtiments,na,na
6842,_03521,2592395,1118529,Sion,,,Infiltration,Géotechnique,na
6843,_03522,2606977,1126759,Sierre,,,Diagnostic polluant batiment,na,na
6844,_03523,2600775,1122289,Grône,,,Avis Hydro,Avis Danger naturel,na
6845,_03524,2593363,1120370,Sion,,,Dangers naturels,na,na
6846,_03525,2595682,1121546,Sion,,,Géotechnique,na,na
6847,_03526,2560482,1118769,Troistorrents,,,Expertise,na,na
6848,_03527,2593398,1117842,Sion,,,Dangers naturels,Géotechnique,na
6849,_03528,2553177,1114801,Val-d'Illiez,,,Expertise,na,na
6850,_03529,2594448,1126410,Arbaz,,,Expertise,na,na
6851,_03530,2596829,1114553,Hérémence,,,Dangers naturels,Expertise,na
6852,_03531,2596442,1113771,Hérémence,,,Dangers naturels,Géotechnique,na
6853,_03532,2587269,1118625,Vétroz,,,Hydrogéologie,na,na
6854,_03533,2601172,1124503,Lens,,,Géotechnique,na,na
6855,_03534,2594440,1120687,Sion,,,Géotechnique,na,na
6857,_03535,2594423,1120445,Sion,,,Dangers naturels,na,na
6858,_03536,2601184,1125609,Lens,,,Polluants des bâtiments,na,na
6859,_03537,2590601,1121952,Savièse,,,Géotechnique,na,na
6860,_03538,2606449,1133411,Crans-Montana,,,Hydro   ,na,na
6861,_03539,2589166,1120312,Conthey,,,Dangers naturels,na,na
6862,_03540,2571982,1102856,Bovernier,,,Infiltration,na,na
6863,_03541,2588311,1120739,Conthey,,,Géotechnique,na,na
6864,_03542,2561069,1134668,Roche (VD),,,Dangers naturels,na,na
6865,_03543,2580580,1112823,Saillon,,,Géotechnique,na,na
6866,_03544,2585287,1112310,Isérables,,,Dangers naturels,na,na
6867,_03545,2591280,1119095,Sion,,,Dangers naturels,Géotechnique,na
6868,_03546,2605584,1125641,Sierre,,,Géotechnique,na,na
6869,_03547,2587341,1118954,Vétroz,,,Dangers naturels,na,na
6870,_03548,2562703,1123795,Collombey-Muraz,,,Bruit,na,na
6871,_03549,2582544,1103323,Val de Bagnes,,,Bruit,na,na
6872,_03550,2595671,1119591,Sion,,,Polluants des bâtiments,na,na
6873,_03551,2581800,1117370,Chamoson,,,Dangers naturels,na,na
6874,_03552,2585123,1112543,Isérables,,,Dangers naturels,na,na
6875,_03553,2586977,1118286,Vétroz,,,Environnement,na,na
6876,_03554,2601737,1128499,Lens,,,Polluants des bâtiments,na,na
6877,_03555,2593201,1121299,Savièse,,,Géotechnique,na,na
6878,_03556,2587476,1118384,Vétroz,,,Géotechnique,na,na
6879,_03557,2589476,1119496,Conthey,,,Polluants des bâtiments,na,na
6880,_03558,2584588,1110439,Riddes,,,Dangers naturels,na,na
6881,_03559,2586734,1118269,Vétroz,,,Environnement,na,na
6882,_03560,2580101,1116026,Leytron,,,Dangers naturels,Sites pollués,na
6883,_03561,2598662,1123812,St-Léonard,,,Surveillance,na,na
6884,_03562,2596818,1120338,Sion,,,Polluants des bâtiments,na,na
6886,_03563,2594514,1117380,Sion,,,Dangers naturels,Géotechnique,na
6887,_03564,2571564,1105882,Martigny,,,Polluants des bâtiments,na,na
6888,_03565,2592873,1120229,Sion,,,Sonde géothermique,na,na
6889,_03566,2597763,1125978,Ayent,,,Hydrogéologie,na,na
6890,_03567,2585338,1117652,Ardon,,,Géotechnique,na,na
6891,_03568,2597901,1118896,Mont-Noble,,,Environnement,na,na
6892,_03569,2583258,1116632,Chamoson,,,Infiltration,na,na
6893,_03570,2587767,1119498,Vétroz,,,Essais de plaque,na,na
6893,_03571,2596673,1124451,Ayent,,,Essais de plaque,na,na
6894,_03572,2527741,1167617,La Sarraz,,,Dangers naturels,na,na
6895,_03573,2599551,1119949,Mont-Noble,,,Avis Géologique Danger,na,na
6896,_03574,2589751,1119865,Conthey,,,Géotechnique,na,na
6897,_03575,2571975,1102860,Bovernier,,,Dangers naturels,na,na
6898,_03576,2603592,1125691,Crans-Montana,,,Essais de plaque,na,na
6899,_03577,2594621,1121929,Grimisuat,,,Géotechnique,na,na
6900,_03578,2600777,1125240,Lens,,,Géotechnique,na,na
6901,_03579,2583113,1113244,Riddes,,,Polluants des bâtiments,na,na
6902,_03580,2561980,1132327,Yvorne,,,Hydrogéologie,na,na
6903,_03581,2600590,1125731,Lens,,,Géotechnique,na,na
6904,_03582,2588205,1120743,Conthey,,,Essais de plaque,na,na
6905,_03583,2586731,1117781,Ardon,,,Environnement,na,na
6906,_03584,2602044,1128405,Lens,,,Polluants des bâtiments,na,na
6907,_03585,2602236,1128186,Lens,,,Polluants des bâtiments,na,na
6909,_03586,2589658,1119530,Conthey,,,Infiltration,na,na
6910,_03587,2570484,1133717,Ormont-Dessous,,,Géotechnique,na,na
6911,_03588,2591466,1119538,Sion,,,Expertise,na,na
6912,_03589,2571998,1106251,Martigny,,,Géothermie,na,na
6913,_03590,2598713,1122797,St-Léonard,,,Géotechnique,na,na
6914,_03591,2562789,1119661,Monthey,,,Polluants des bâtiments,na,na
6915,_03592,2602465,1127930,Crans-Montana,,,Polluants des bâtiments,na,na
6916,_03593,2592655,1114620,Nendaz,,,Polluants des bâtiments,na,na
6917,_03594,2589099,1135959,na,,,Dangers naturels,na,na
6919,_03595,2593044,1118665,Sion,,,Infiltration,na,na
6920,_03596,2584441,1115244,Chamoson,,,Infiltration,Géotechnique,na
6921,_03597,2595340,1124795,Arbaz,,,Géotechnique,na,na
6922,_03598,2589820,1119309,Conthey,,,Dangers naturels,na,na
6923,_03599,2592130,1122140,Savièse,,,Géotechnique,na,na
6925,_03600,2601487,1111677,St-Martin,,,Dangers naturels,Surveillance,na
6926,_03601,2580995,1115068,Leytron,,,Hydrogéologie,na,na
6927,_03602,2597636,1114189,Hérémence,,,Dangers naturels,na,na
6928,_03603,2570452,1132725,Ormont-Dessous,,,Dangers naturels,na,na
6929,_03604,2608464,1126475,Sierre,,,Hydrogéologie,na,na
6930,_03605,2596673,1119425,Sion,,,Dangers naturels,na,na
6931,_03606,2588416,1110404,Isérables,,,Polluants des bâtiments,na,na
6931,_03607,2588746,1109816,Isérables,,,Polluants des bâtiments,na,na
6932,_03608,2586075,1117400,Ardon,,,Géotechnique,na,na
6933,_03609,2601828,1124399,Lens,,,Géotechnique,na,na
6934,_03610,2566779,1132120,Leysin,,,Géotechnique,na,na
6935,_03611,2592440,1120925,Savièse,,,Géotechnique,na,na
6936,_03612,2580795,1113896,Saillon,,,Géotechnique,na,na
6937,_03613,2557359,1131356,Vouvry,,,Infiltration,na,na
6938,_03614,2593761,1120799,Sion,,,Géotechnique,Essais de plaque,na
6939,_03615,2602343,1123319,Sierre,,,Essais de plaque,na,na
6942,_03616,2600341,1122950,St-Léonard,,,Géotechnique,Hydrogéologie,na
6943,_03617,2596344,1121779,Sion,,,Dangers naturels,na,na
6944,_03618,2588611,1115115,Nendaz,,,Dangers naturels,na,na
6945,_03619,2583184,1117480,Chamoson,,,Infiltration,Géotechnique,na
6946,_03620,2583210,1116925,Chamoson,,,Infiltration,na,na
6947,_03621,2584531,1115524,Chamoson,,,Infiltration,na,na
6948,_03622,2569413,1110934,Dorénaz,,,Infiltration,na,na
6949,_03623,2598651,1113303,Hérémence,,,Essais de plaque,na,na
6950,_03624,2610528,1114182,Anniviers,,,Expertise,na,na
6951,_03625,2596700,1127501,Ayent,,,Hydrogéologie,na,na
6952,_03626,2553228,1147812,Chardonne,,,Dangers naturels,na,na
6953,_03627,2586969,1120422,Conthey,,,Géotechnique,na,na
6954,_03628,2592797,1119304,Sion,,,Géotechnique,na,na
6955,_03629,2607766,1102137,Evolène,,,Dangers naturels,Géotechnique,na
6956,_03630,2568187,1112897,Evionnaz,,,Infiltration,na,na
6957,_03631,2593112,1122040,Savièse,,,Géotechnique,na,na
6958,_03632,2596359,1114842,Hérémence,,,Dangers naturels,na,na
6959,_03633,2589790,1117005,Nendaz,,,Infiltration,Essais de plaque,na
6960,_03634,2587942,1116928,Vétroz,,,Infiltration,na,na
6961,_03635,2567380,1119470,Bex,,,Hydrogéologie,na,na
6962,_03636,2591201,1115617,Nendaz,,,Géotechnique,na,na
6963,_03637,2587006,1120466,Conthey,,,Géotechnique,na,na
6964,_03638,2589967,1122208,Conthey,,,Géotechnique,na,na
6965,_03639,2596723,1104355,Hérémence,,,Dangers naturels,na,na
6966,_03640,2593045,1121349,Savièse,,,Géotechnique,na,na
6967,_03641,2583744,1111649,Riddes,,,Dangers naturels,na,na
6968,_03642,2592073,1119265,Sion,,,Dangers naturels,na,na
6969,_03643,2587322,1118930,Vétroz,,,Essais de plaque,na,na
6970,_03644,2597054,1116649,Vex,,,Géotechnique,na,na
6972,_03645,2579252,1111474,Saxon,,,Essais de plaque,na,na
6973,_03646,2600898,1126989,Lens,,,Essais de plaque,na,na
6974,_03647,2601369,1126251,Lens,,,Essais de plaque,na,na
6975,_03648,2601772,1124682,Lens,,,Essais de plaque,na,na
6976,_03649,2589615,1119474,Conthey,,,Géotechnique,Essais de plaque,na
6977,_03650,2574092,1132807,Ormont-Dessous,,,Dangers naturels,na,na
6978,_03651,2575948,1108633,Martigny,,,Polluants des bâtiments,na,na
6979,_03652,2589061,1115374,Nendaz,,,Dangers naturels,na,na
6980,_03653,2587285,1120736,Conthey,,,Géotechnique,na,na
6981,_03654,2600318,1114413,St-Martin,,,Géotechnique,na,na
6982,_03655,2597641,1115448,Vex,,,Dangers naturels,na,na
6984,_03656,2608040,1125511,Chippis,,,Essais de plaque,na,na
6985,_03657,2604217,1106940,Evolène,,,Géotechnique,na,na
6986,_03658,2600042,1114407,St-Martin,,,Expertise,na,na
6987,_03659,2589944,1114334,Nendaz,,,Hydrogéologie,na,na
6988,_03660,2589890,1119604,Conthey,,,Infiltration,na,na
6989,_03661,2579571,1108409,Saxon,,,Dangers naturels,na,na
6990,_03662,2598476,1122249,St-Léonard,,,Essais de plaque,na,na
6991,_03663,2589559,1104838,Nendaz,,,Géotechnique,na,na
6992,_03664,2595959,1124501,Arbaz,,,Géotechnique,na,na
6993,_03665,2605789,1104655,Evolène,,,Géotechnique,na,na
6994,_03666,2590642,1117475,Sion,,,Géotechnique,na,na
6995,_03667,2603056,1128958,Crans-Montana,,,Essais de plaque,na,na
6996,_03668,2540376,1165074,Montilliez,,,Infiltration,na,na
6997,_03669,2594210,1122745,Savièse,,,Géotechnique,na,na
6998,_03670,2564839,1129722,Aigle,,,Dangers naturels,na,na
6999,_03671,2568061,1131592,Aigle,,,Dangers naturels,na,na
7001,_03672,2586706,1119061,Vétroz,,,Environnement,na,na
7002,_03673,2593159,1133477,na,,,Sonde géothermique,na,na
7003,_03674,2588052,1113607,Nendaz,,,Géotechnique,na,na
7004,_03675,2592855,1119970,Sion,,,Infiltration,na,na
7005,_03676,2588146,1116912,Vétroz,,,Expertise,na,na
7006,_03677,2599531,1132138,Ayent,,,Dangers naturels,na,na
7007,_03678,2599379,1125845,Icogne,,,Géotechnique,na,na
7008,_03679,2590889,1109000,Nendaz,,,Dangers naturels,na,na
7009,_03680,2594819,1116701,Sion,,,Hydrogéologie,na,na
7010,_03681,2598572,1122536,St-Léonard,,,Essais de plaque,na,na
7011,_03682,2588042,1119026,Vétroz,,,Infiltration,na,na
7012,_03683,2588335,1119257,Vétroz,,,Essais de plaque,na,na
7013,_03684,2586619,1117995,Vétroz,,,Hydrogéologie,na,na
7014,_03685,2596263,1128423,Arbaz,,,Hydrogéologie,Environnement,na
7015,_03686,2558056,1144134,Montreux,,,Hydrogéologie,na,na
7016,_03687,2600231,1117676,Mont-Noble,,,Géotechnique,na,na
7017,_03688,2586689,1116940,Ardon,,,Géotechnique,na,na
7018,_03689,2596275,1126183,Arbaz,,,Essais de plaque,na,na
7019,_03690,2586249,1113799,Nendaz,,,Environnement,na,na
7020,_03691,2595924,1115092,Vex,,,Dangers naturels,Géotechnique,na
7021,_03692,2580865,1113473,Saillon,,,Géotechnique,na,na
7022,_03693,2590038,1120805,Conthey,,,Polluants des bâtiments,na,na
7023,_03694,2564780,1126642,Ollon,,,Géotechnique,na,na
7024,_03695,2580061,1116310,Leytron,,,Dangers naturels,Géotechnique,na
7024,_03696,2580214,1116675,Leytron,,,Dangers naturels,Géotechnique,na
7025,_03697,2589978,1120346,Conthey,,,Expertise,na,na
7026,_03698,2593805,1122225,Savièse,,,Essais de plaque,na,na
7027,_03699,2589619,1119450,Conthey,,,Géotechnique,na,na
7028,_03700,2588234,1114505,Nendaz,,,Géotechnique,na,na
7029,_03701,2594403,1119521,Sion,,,Diagnostic polluant batiment,na,na
7030,_03702,2587666,1119166,Vétroz,,,Essais de plaque,na,na
7031,_03703,2592240,1118432,Sion,,,Essais de plaque,na,na
7032,_03704,2593165,1118002,Sion,,,Expertise,na,na
7033,_03705,2589939,1119216,Conthey,,,Danger hydrologique,na,na
7034,_03706,2598777,1113235,Hérémence,,,Géotechnique,na,na
7035,_03707,2593619,1119569,Sion,,,Infiltration,Géotechnique,na
7037,_03708,2586779,1118411,Vétroz,,,Infiltration,na,na
7038,_03709,2606416,1126385,Sierre,,,Infiltration,na,na
7039,_03710,2560589,1127790,Collombey-Muraz,,,Environnement,na,na
7040,_03711,2542279,1151591,Lutry,,,Dangers naturels,na,na
7041,_03712,2589284,1114670,Nendaz,,,Hydrogéologie,na,na
7042,_03713,2595455,1121115,Sion,,,Géothermie,PAC,na
7043,_03714,2598514,1122567,St-Léonard,,,Essais de plaque,na,na
7044,_03715,2582520,1114806,Leytron,,,Essais de plaque,na,na
7045,_03716,2597050,1117435,Vex,,,Essais de plaque,na,na
7046,_03717,2587584,1119432,Vétroz,,,Infiltration,na,na
7047,_03718,2593529,1117900,Sion,,,Géotechnique,na,na
7048,_03719,2608138,1129091,Noble-Contrée,,,Géotechnique,na,na
7049,_03720,2582326,1115461,Leytron,,,Dangers naturels,na,na
7050,_03721,2584812,1109789,Riddes,,,Dangers naturels,na,na
7051,_03722,2598083,1122766,St-Léonard,,,Infiltration,na,na
7052,_03723,2600942,1127453,Lens,,,Essais de plaque,na,na
7053,_03724,2600529,1125371,Lens,,,Essais de plaque,na,na
7055,_03725,2580855,1113944,Saillon,,,Polluants des bâtiments,na,na
7056,_03726,2615717,1128917,Leuk,,,Géotechnique,na,na
7057,_03727,2608118,1128230,Noble-Contrée,,,Géotechnique,na,na
7058,_03728,2597214,1120475,Sion,,,Hydrogéologie,na,na
7059,_03729,2569518,1109179,Vernayaz,,,Hydrogéologie,na,na
7060,_03730,2574969,1097699,Orsières,,,Hydrogéologie,na,na
7062,_03731,2587529,1115330,Nendaz,,,Dangers naturels,na,na
7063,_03732,2589242,1114170,Nendaz,,,Expertise,na,na
7064,_03733,2593469,1112240,Nendaz,,,Géothermie,na,na
7066,_03734,2584118,1110279,Riddes,,,Géotechnique,na,na
7067,_03735,2585016,1109841,Riddes,,,Dangers naturels,na,na
7068,_03736,2599087,1119779,Mont-Noble,,,Hydrogéologie,na,na
7069,_03737,2597099,1112125,Hérémence,,,Géotechnique,na,na
7070,_03738,2575921,1117431,Leytron,,,Géotechnique,na,na
7071,_03739,2588109,1113965,Nendaz,,,Géotechnique,na,na
7072,_03740,2498495,1117340,Genève-Plainpalais,,,Dangers naturels,na,na
7073,_03741,2602868,1128449,Crans-Montana,,,Polluants des bâtiments,na,na
7074,_03742,2593453,1117544,Sion,,,Essais de plaque,na,na
7075,_03743,2554084,1113412,Champéry,,,Hydrogéologie,na,na
7076,_03744,2596841,1120359,Sion,,,Dangers naturels,na,na
7077,_03745,2584119,1110279,Riddes,,,Dangers naturels,na,na
7078,_03746,2559741,1142322,Montreux,,,Géotechnique,na,na
7079,_03747,2607143,1123949,Chalais,,,Géotechnique,Essais de plaque,na
7080,_03748,2587294,1114065,Nendaz,,,Dangers naturels,na,na
7081,_03749,2601745,1112061,St-Martin,,,Dangers naturels,na,na
7082,_03750,2583019,1101780,Val de Bagnes,,,Géothermie,na,na
7083,_03751,2602158,1127606,Crans-Montana,,,Polluants des bâtiments,na,na
7084,_03752,2586119,1117894,Ardon,,,Géotechnique,na,na
7085,_03753,2602182,1128407,Lens,,,Polluants des bâtiments,na,na
7086,_03754,2594556,1123403,Savièse,,,Géotechnique,na,na
7087,_03755,2600549,1114900,St-Martin,,,Diagnostic polluant batiment,na,na
7088,_03756,2580812,1111418,Saxon,,,Hydrogéologie,na,na
7089,_03757,2591499,1111000,Nendaz,,,Dangers naturels,na,na
7090,_03758,2558349,1143562,Montreux,,,Géotechnique,na,na
7091,_03759,2593359,1119745,Sion,,,Géotechnique,na,na
7092,_03760,2604269,1106795,Evolène,,,Géotechnique,na,na
7093,_03761,2583133,1113070,Riddes,,,Polluants des bâtiments,na,na
7094,_03762,2596839,1113250,Hérémence,,,Géotechnique,na,na
7095,_03763,2579049,1117051,Leytron,,,Géotechnique,na,na
7096,_03764,2505727,1145951,Arzier-Le Muids,,,Géotechnique,na,na
7097,_03765,2592941,1120650,Sion,,,Infiltration,na,na
7098,_03766,2587286,1118326,Vétroz,,,Infiltration,na,na
7099,_03767,2587856,1114257,Nendaz,,,Polluants des bâtiments,na,na
7100,_03768,,,na,Dossier inexistant N:\ - N'existe pas dans la base de donnée,,na,na,na
7101,_03770,2592899,1120230,Sion,,,Géotechnique,na,na
7102,_03771,2562731,1129951,Aigle,,,Environnement,na,na
7103,_03772,2596819,1114573,Hérémence,,,Expertise,na,na
7105,_03773,2586693,1118570,Vétroz,,,Infiltration,na,na
7106,_03774,2582654,1115147,Leytron,,,Infiltration,na,na
7107,_03775,2581905,1114763,Leytron,,,Infiltration,na,na
7108,_03776,2603866,1125615,Crans-Montana,,,Géotechnique,na,na
7110,_03777,2589973,1119272,Conthey,,,Hydrogéologie,na,na
7111,_03778,2584197,1115890,Chamoson,,,Géotechnique,na,na
7112,_03779,2590683,1110967,Nendaz,,,Géotechnique,na,na
7114,_03780,2602244,1122203,Grône,,,Géotechnique,na,na
7115,_03781,2587286,1119137,Vétroz,,,Dangers naturels,na,na
7116,_03782,2595963,1123160,Grimisuat,,,Géotechnique,na,na
7117,_03783,2592915,1120384,Sion,,,Géotechnique,na,na
7118,_03784,2579484,1116227,Leytron,,,Essais de plaque,na,na
7119,_03785,2599038,1122549,St-Léonard,,,Essais de plaque,na,na
7120,_03786,2594668,1118944,Sion,,,Infiltration,na,na
7122,_03787,2594009,1119714,Sion,,,Environnement,na,na
7124,_03788,2575609,1109074,Fully,,,Géothermie,PAC,na
7125,_03789,2584004,1105762,Val de Bagnes,,,Expertise,na,na
7126,_03790,2593155,1119270,Sion,,,Environnement,na,na
7127,_03791,2592929,1120350,Sion,,,Géotechnique,na,na
7128,_03792,2608594,1124720,Anniviers,,,Géotechnique,na,na
7129,_03793,2580164,1115302,Leytron,,,Essais de plaque,na,na
7130,_03794,2596947,1124375,Ayent,,,Géotechnique,na,na
7131,_03795,2583641,1116332,Chamoson,,,Infiltration,na,na
7132,_03796,2583415,1117032,Chamoson,,,Géotechnique,na,na
7133,_03797,2600568,1124087,Lens,,,Essais de plaque,na,na
7134,_03798,2588551,1114893,Nendaz,,,Dangers naturels,na,na
7135,_03799,2586999,1117007,Ardon,,,Infiltration,na,na
7136,_03800,2596251,1115045,Hérémence,,,Expertise,na,na
7137,_03801,2566520,1117956,St-Maurice,,,Ebranlements géophone,na,na
7138,_03802,2601603,1123477,Sierre,,,Essais de plaque,na,na
7139,_03803,2594010,1119599,Sion,,,Polluants des bâtiments,na,na
7140,_03804,2599590,1117874,Mont-Noble,,,Dangers naturels,na,na
7141,_03805,2584862,1111710,Riddes,,,Dangers naturels,na,na
7142,_03806,2598359,1122790,St-Léonard,,,Géotechnique,na,na
7143,_03807,2571611,1125779,Gryon,,,Géotechnique,na,na
7144,_03808,2584547,1110185,Riddes,,,Dangers naturels,na,na
7145,_03809,2594850,1119698,Sion,,,Géotechnique,na,na
7146,_03810,2605990,1124440,Sierre,,,Géotechnique,na,na
7147,_03811,2600531,1125890,Lens,,,Essais de plaque,na,na
7148,_03812,2597510,1116077,Vex,,,Dangers naturels,na,na
7149,_03813,2600198,1127101,Icogne,,,Polluants des bâtiments,na,na
7150,_03814,2607533,1126749,Sierre,,,Essais de plaque,na,na
7151,_03815,2597754,1122161,Sion,,,PAC,na,na
7152,_03816,2581039,1114050,Saillon,,,PAC,na,na
7153,_03817,2602664,1127736,Crans-Montana,,,Polluants des bâtiments,na,na
7154,_03818,2583920,1110948,Riddes,,,Etude d'impact,na,na
7155,_03819,2603326,1123073,Chalais,,,Environnement,na,na
7156,_03820,2584809,1113116,Isérables,,,Sites pollués,na,na
7157,_03821,2604465,1103460,Evolène,,,Dangers naturels,Géotechnique,na
7158,_03822,2593618,1118208,Sion,,,Infiltration,na,na
7159,_03823,2587634,1114287,Nendaz,,,?,na,na
7160,_03824,2610179,1118813,Anniviers,,,Géotechnique,na,na
7162,_03825,2583241,1116349,Chamoson,,,Infiltration,na,na
7163,_03826,2583390,1113003,Riddes,,,Expertise,na,na
7164,_03827,2600343,1122960,St-Léonard,,,Essais de plaque,na,na
7165,_03828,2600893,1124980,Lens,,,Essais de plaque,na,na
7166,_03829,2600985,1125600,Lens,,,Essais de plaque,na,na
7167,_03830,2594193,1119508,Sion,,,Essais de plaque,na,na
7168,_03831,2595770,1120490,Sion,,,Géotechnique,na,na
7169,_03832,2584967,1112499,Isérables,,,Géotechnique,na,na
7170,_03833,2601244,1127212,Lens,,,Essais de plaque,na,na
7171,_03834,2589763,1117086,Nendaz,,,Essais de plaque,na,na
7172,_03835,2611213,1119183,Anniviers,,,Géotechnique,na,na
7173,_03836,2588303,1110309,Isérables,,,Géotechnique,na,na
7174,_03837,2597104,1117438,Vex,,,Infiltration,na,na
