Mandat,Sous-mandat,X,Y,Commune,Remarque,Info,Type 1,Type 2,Type 3
4615,_01768,2605345,1125634,Sierre,,,Géologie,na,na
4616,_01769,2569735,1132572,Ormont-Dessous,,,Dangers naturels,na,na
4617,_01770,2597036,1119593,Sion,,,Géotechnique,na,na
4618,_01771,2592209,1119201,Sion,,,Géotechnique,na,na
4619,_01772,2589998,1105001,Nendaz,,,EIE,na,na
4621,_01773,2591966,1119054,Sion,,,Géotechnique,Hydrogéologie,na
4622,_01774,2590073,1117289,Nendaz,,,Danger hydrologique,na,na
4623,_01775,2587974,1113698,Nendaz,,,Danger hydrologique,na,na
4624,_01776,2596832,1113968,Hérémence,,,Géotechnique,na,na
4626,_01777,2598977,1122811,St-Léonard,,,Géotechnique,na,na
4627,_01778,2603246,1129021,Crans-Montana,,,Géotechnique,na,na
4631,_01779,2571762,1106540,Martigny,,,Hydrogéologie,na,na
4632,_01780,2593326,1118618,Sion,,,Infiltration,na,na
4635,_01781,2596753,1119344,Sion,,,Géotechnique,na,na
4636,_01782,2586014,1117273,Ardon,,,Hydrogéologie,na,na
4639,_01783,2599598,1117624,Mont-Noble,,,Géotechnique,na,na
4641,_01784,2593551,1119711,Sion,,,Géothermie,na,na
4642,_01785,2601813,1128381,Lens,,,Géotechnique,na,na
4643,_01786,2603502,1108035,Evolène,,,Sites contaminés,na,na
4644,_01787,2592267,1120831,Savièse,,,Géotechnique,na,na
4645,_01788,2587543,1113930,Nendaz,,,Géotechnique,na,na
4647,_01789,2591349,1116050,Nendaz,,,Géothermie,na,na
4648,_01790,2589077,1119006,Conthey,,,Infiltration,na,na
4649,_01791,2580560,1117430,Chamoson,,,Géotechnique,na,na
4650,_01792,2569871,1123606,Bex,,,Dangers naturels,na,na
4651,_01793,2579846,1115510,Leytron,,,Danger hydrologique,na,na
4652,_01794,2588217,1114304,Nendaz,,,Géotechnique,na,na
4653,_01795,2588561,1114322,Nendaz,,,Géotechnique,na,na
4654,_01796,2599859,1120006,Mont-Noble,,,Géotechnique,na,na
4656,_01797,2592366,1115252,Nendaz,,,Expertise,na,na
4657,_01798,2588639,1115065,Nendaz,,,Géotechnique,na,na
4658,_01799,2593909,1117169,Sion,,,Danger hydrologique,na,na
4662,_01800,2585279,1111910,Isérables,,,Géothermie,na,na
4664,_01801,2597994,1126225,Ayent,,,Géotechnique,na,na
4665,_01802,2597349,1114719,Hérémence,,,Géotechnique,na,na
4666,_01803,2597313,1114639,Hérémence,,,Géotechnique,na,na
4667,_01804,2598350,1114800,Hérémence,,,Dangers naturels,na,na
4668,_01805,2584369,1110559,Riddes,,,Géotechnique,na,na
4669,_01806,2575288,1109552,Fully,,,Géotechnique,na,na
4670,_01807,2582814,1117658,Chamoson,,,Géologie,na,na
4671,_01808,2597315,1114641,Hérémence,,,Expertise,na,na
4673,_01809,2590910,1119241,Sion,,,Géotechnique,na,na
4674,_01810,2588543,1115026,Nendaz,,,Dangers naturels,na,na
4675,_01811,2590709,1113648,Nendaz,,,Géotechnique,na,na
4677,_01812,2587466,1114139,Nendaz,,,Dangers hydrologiques,na,na
4678,_01813,2612586,1114652,Anniviers,,,Géotechnique,na,na
4682,_01814,2596505,1114061,Hérémence,,,Géotechnique,na,na
4684,_01815,2580029,1111037,Saxon,,,Géotechnique,na,na
4686,_01816,2529418,1162336,Cossonay,,,Géotechnique,na,na
4687,_01817,2572011,1126347,Gryon,,,Géotechnique,na,na
4689,_01818,2599467,1113550,St-Martin,,,Géologie,na,na
4691,_01819,2594637,1119907,Sion,,,Géotechnique,na,na
4692,_01820,2555876,1137589,Port-Valais,,,Hydrogéologie,na,na
4693,_01821,2589866,1116782,Nendaz,,,Géotechnique,na,na
4695,_01822,2583659,1111387,Riddes,,,Géotechnique,na,na
4699,_01823,2584220,1110323,Riddes,,,Géotechnique,na,na
4700,_01824,2606433,1122132,Chalais,,,Géotechnique,na,na
4701,_01825,2588243,1119135,Vétroz,,,Géotechnique,na,na
4702,_01826,2584972,1109715,Riddes,,,Géologie,na,na
4703,_01827,2589098,1120326,Conthey,,,Géothermie,na,na
4704,_01828,2596410,1114534,Hérémence,,,Géotechnique,na,na
4705,_01829,2588339,1120857,Conthey,,,Géotechnique,na,na
4706,_01830,2588268,1114602,Nendaz,,,Géotechnique,na,na
4707,_01831,2560493,1138622,Villeneuve (VD),,,Géotechnique,na,na
4709,_01832,2529016,1163142,Cossonay,,,Géotechnique,na,na
4710,_01833,2611710,1128058,Leuk,,,Hydrogéologie,na,na
4712,_01834,2588821,1120769,Conthey,,,Géotechnique,na,na
4715,_01835,2596434,1114596,Hérémence,,,Géotechnique,na,na
4716,_01836,2589681,1115688,Nendaz,,,Dangers naturels,na,na
4718,_01837,2582999,1110809,Riddes,,,Géotechnique,na,na
4719,_01838,2580242,1117055,Chamoson,,,Géotechnique,na,na
4720,_01839,2601139,1125633,Lens,,,Expertise,na,na
4723,_01840,2592154,1120204,Sion,,,Hydrogéologie,na,na
4724,_01841,2583651,1111152,Riddes,,,Géotechnique,na,na
4725,_01842,2584531,1110026,Riddes,,,Géotechnique,na,na
4728,_01843,2590990,1118817,Sion,,,Environnement,na,na
4729,_01844,2597199,1103500,Hérémence,,,Géotechnique,na,na
4732,_01845,2596179,1125730,Arbaz,,,Géotechnique,na,na
4733,_01846,2596403,1116193,Vex,,,Géotechnique,na,na
4734,_01847,2576950,1111580,Fully,,,Sites contaminés,na,na
4735,_01848,2587470,1112279,Nendaz,,,Hydrogéologie,na,na
4737,_01849,2590691,1111075,Nendaz,,,Danger hydrologique,na,na
4738,_01850,2589210,1115001,Nendaz,,,Infiltration,na,na
4739,_01851,2580440,1117421,Chamoson,,,Géotechnique,na,na
4743,_01852,2595057,1120520,Sion,,,Géothermie,na,na
4744,_01853,2588976,1115337,Nendaz,,,Géotechnique,na,na
4745,_01854,2637494,1106491,Saas-Fee,,,Géotechnique,na,na
4746,_01855,2593670,1124606,Savièse,,,Expertise,na,na
4751,_01856,2592654,1115830,Veysonnaz,,,Géotechnique,na,na
4752,_01857,2592320,1119486,Sion,,,Géotechnique,na,na
4753,_01858,2590141,1115773,Nendaz,,,Danger hydrologique,na,na
4754,_01859,2590757,1114310,Nendaz,,,Dangers naturels,na,na
4756,_01860,2581285,1113652,Saillon,,,Géotechnique,na,na
4757,_01861,2595900,1120510,Sion,,,Hydrogéologie,na,na
4759,_01862,2600726,1125643,Lens,,,Géotechnique,na,na
4760,_01863,2592054,1115592,Veysonnaz,,,Géotechnique,na,na
4761,_01864,2616851,1109202,Anniviers,,,Appui au Géologue Cantonal,na,na
4763,_01865,2596469,1114630,Hérémence,,,Géotechnique,na,na
4766,_01866,2592370,1116001,Veysonnaz,,,Dangers naturels,na,na
4768,_01867,2609777,1122503,Anniviers,,,Géotechnique,na,na
4769,_01868,2591149,1121969,Savièse,,,Géotechnique,na,na
4770,_01869,2588545,1113731,Nendaz,,,Danger hydrologique,na,na
4772,_01870,2592951,1120220,Sion,,,Dangers naturels,na,na
4773,_01871,2590669,1114727,Nendaz,,,Géotechnique,na,na
4775,_01872,2585072,1109961,Riddes,,,Géotechnique,na,na
4778,_01873,2580212,1103522,Val de Bagnes,,,Sites pollués,na,na
4779,_01874,2622483,1115952,Turtmann-Unterems,,,Essais,na,na
4780,_01875,2603203,1099516,Evolène,,,Hydrogéologie,na,na
4781,_01876,2595151,1119774,Sion,,,Géotechnique,na,na
4782,_01877,2593923,1119339,Sion,,,Géotechnique,na,na
4784,_01878,2586503,1107002,Riddes,,,Géotechnique,na,na
4785,_01879,2601992,1123498,Sierre,,,Géotechnique,na,na
4786,_01880,2604737,1106342,Evolène,,,Géotechnique,na,na
4788,_01881,2591317,1115294,Nendaz,,,Danger hydrologique,na,na
4789,_01882,2583981,1105170,Val de Bagnes,,,Danger hydrologique,na,na
4790,_01883,2596323,1114586,Hérémence,,,Géotechnique,na,na
4791,_01884,2603393,1125510,Crans-Montana,,,Géotechnique,na,na
4792,_01885,2594397,1118999,Sion,,,Sites contaminés,na,na
4793,_01886,2596488,1126585,Ayent,,,Géotechnique,na,na
4795,_01887,2596410,1125215,Arbaz,,,Géotechnique,na,na
4796,_01888,2595775,1125340,Arbaz,,,Géotechnique,na,na
4797,_01889,2580909,1114801,Leytron,,,Géotechnique,na,na
4798,_01890,2585882,1113557,Isérables,,,Hydrologie,na,na
4799,_01891,2584456,1110529,Riddes,,,Géotechnique,na,na
4799,_01892,2584498,1110559,Riddes,,,Géotechnique,na,na
4801,_01893,2587787,1110772,Isérables,,,Hydrogéologie,na,na
4802,_01894,2561964,1132736,Yvorne,,,Dangers naturels,na,na
4803,_01895,2565999,1122016,Bex,,,Sites contaminés,na,na
4804,_01896,2562752,1124252,Collombey-Muraz,,,Géotechnique,na,na
4805,_01897,2593743,1122445,Savièse,,,Expertise,na,na
4807,_01898,2601663,1127600,Lens,,,Géotechnique,na,na
4809,_01899,2602899,1128741,Crans-Montana,,,Hydrologie,na,na
4812,_01900,2589777,1115903,Nendaz,,,Géotechnique,na,na
4814,_01901,2597430,1126074,Ayent,,,Hydrogéologie,na,na
4815,_01902,2594359,1116980,Sion,,,Géotechnique,na,na
4816,_01903,2589930,1117272,Nendaz,,,Géotechnique,na,na
4817,_01904,2583637,1111360,Riddes,,,Géotechnique,na,na
4818,_01905,2591448,1116963,Nendaz,,,Géotechnique,na,na
4821,_01906,2588929,1115257,Nendaz,,,Géotechnique,na,na
4823,_01907,2595112,1120724,Sion,,,Pénétromètres,na,na
4824,_01908,2580582,1113304,Saillon,,,Géotechnique,na,na
4825,_01909,2591278,1121827,Savièse,,,Géotechnique,na,na
4826,_01910,2599614,1120110,Mont-Noble,,,Géotechnique,na,na
4828,_01911,2594095,1119412,Sion,,,Hydrogéologie,na,na
4831,_01912,2589927,1117269,Nendaz,,,Danger hydrologique,na,na
4832,_01913,2568883,1131310,Aigle,,,Géotechnique,na,na
4833,_01914,2594151,1120054,Sion,,,Géotechnique,na,na
4834,_01915,2614622,1136283,Leukerbad,,,Géotechnique,na,na
4835,_01916,2606039,1126129,Sierre,,,Expertise,na,na
4836,_01917,2590418,1114210,Nendaz,,,Géotechnique,na,na
4837,_01918,2569317,1127585,Ollon,,,Géotechnique,na,na
4838,_01919,2595575,1125731,Arbaz,,,Géotechnique,na,na
4840,_01920,2597275,1115624,Vex,,,Géologie,na,na
4841,_01921,2593572,1119965,Sion,,,Géotechnique,na,na
4841,_01922,2593553,1119976,Sion,,,Géotechnique,na,na
4845,_01923,2585674,1112951,Isérables,,,Géothermie,na,na
4846,_01924,2582970,1102800,Val de Bagnes,,,Hydrogéologie,na,na
4847,_01925,2587464,1115439,Nendaz,,,Géologie,na,na
4849,_01926,2587159,1114751,Nendaz,,,Danger hydrologique,na,na
4850,_01927,2580543,1114560,Leytron,,,Hydrogéologie,na,na
4851,_01928,2573373,1108379,Fully,,,Géotechnique,na,na
4852,_01929,2590522,1114263,Nendaz,,,Dangers naturels,na,na
4854,_01930,2594796,1120065,Sion,,,Géotechnique,na,na
4855,_01931,2598850,1122400,St-Léonard,,,Géotechnique,na,na
4858,_01932,2593083,1118907,Sion,,,Géotechnique,na,na
4859,_01933,2601413,1124015,Lens,,,Géotechnique,na,na
4861,_01934,2604495,1106756,Evolène,,,Géotechnique,na,na
4862,_01935,2566213,1129283,Aigle,,,Dangers naturels,na,na
4863,_01936,2583050,1114030,Riddes,,,Sites contaminés,na,na
4865,_01937,2596300,1115104,Hérémence,,,Géotechnique,na,na
4866,_01938,2598596,1121796,St-Léonard,,,Hydrogéologie,na,na
4867,_01939,2583189,1113310,Riddes,,,Infiltration,na,na
4868,_01940,2590010,1115945,Nendaz,,,Dangers naturels,na,na
4872,_01941,2592589,1119537,Sion,,,Géotechnique,na,na
4873,_01942,2590377,1118380,Sion,,,Géotechnique,na,na
4874,_01943,2579160,1116947,Leytron,,,Géotechnique,na,na
4877,_01944,2596985,1119396,Sion,,,Géothermie,na,na
4880,_01945,2590053,1116024,Nendaz,,,Géotechnique,na,na
4881,_01946,2589758,1115885,Nendaz,,,Géotechnique,na,na
4884,_01947,2588532,1114913,Nendaz,,,Géotechnique,na,na
4885,_01948,2599727,1122918,St-Léonard,,,Dangers naturels,na,na
4887,_01949,2597659,1110593,Hérémence,,,Géotechnique,na,na
4890,_01950,2592980,1234101,na,,,Dangers naturels,na,na
4893,_01951,2590087,1115990,Nendaz,,,Géotechnique,na,na
4894,_01952,2587999,1114130,Nendaz,,,Danger hydrologique,na,na
4895,_01953,2598300,1121551,Sion,,,Géotechnique,na,na
4896,_01954,2583732,1106166,Val de Bagnes,,,Expertise,na,na
4899,_01955,2592649,1119250,Sion,,,Géotechnique,na,na
4901,_01956,2596529,1111460,Hérémence,,,Géotechnique,na,na
4902,_01957,2583899,1114100,Chamoson,,,Environnement,na,na
4904,_01958,2599588,1112910,St-Martin,,,Dangers naturels,na,na
4907,_01959,2570160,1134420,Ormont-Dessous,,,Dangers naturels,na,na
4911,_01960,2584513,1105830,Val de Bagnes,,,Géotechnique,na,na
4912,_01961,2595772,1122441,Grimisuat,,,Géotechnique,na,na
4916,_01962,2598984,1122403,St-Léonard,,,Géotechnique,na,na
4917,_01963,2592760,1115750,Nendaz,,,Géotechnique,na,na
4919,_01964,2572450,1126234,Gryon,,,Géotechnique,na,na
4920,_01965,2595586,1119979,Sion,,,Géotechnique,Hydrogéologie,na
4921,_01966,2591959,1117140,Nendaz,,,Géotechnique,na,na
4922,_01967,2602465,1110082,St-Martin,,,Dangers naturels,na,na
4924,_01968,2589180,1114459,Nendaz,,,Géotechnique,na,na
4926,_01969,2579637,1116391,Leytron,,,Géotechnique,na,na
4927,_01970,2604975,1129504,Crans-Montana,,,Géotechnique,na,na
4929,_01971,2591904,1118307,Sion,,,Infiltration,na,na
4932,_01972,2590399,1109901,Nendaz,,,EIE,na,na
4934,_01973,2588597,1119092,Vétroz,,,PAC,na,na
4935,_01974,2601016,1126186,Lens,,,Géotechnique,na,na
4937,_01975,2588999,1114700,Nendaz,,,Géotechnique,na,na
4938,_01976,2590352,1118981,Sion,,,Expertise,na,na
4939,_01977,2579694,1094269,Liddes,,,Dangers naturels,na,na
4940,_01978,2587610,1119177,Vétroz,,,Géotechnique,na,na
4943,_01979,2595552,1119983,Sion,,,Géotechnique,na,na
4944,_01980,2593076,1118970,Sion,,,Géotechnique,na,na
4945,_01981,2584654,1109705,Riddes,,,Géotechnique,na,na
4946,_01982,2588453,1114869,Nendaz,,,Géotechnique,na,na
4947,_01983,2589738,1115860,Nendaz,,,Géotechnique,na,na
4948,_01984,2588497,1123405,Conthey,,,Géotechnique,na,na
4952,_01985,2596094,1121658,Sion,,,Dangers naturels,na,na
4953,_01986,2592668,1119665,Sion,,,Dangers naturels,na,na
4956,_01987,2591874,1115966,Veysonnaz,,,Géotechnique,na,na
4957,_01988,2596209,1115241,Vex,,,Géotechnique,na,na
4958,_01989,2582695,1112963,Riddes,,,Géotechnique,na,na
4959,_01990,2593623,1116179,Sion,,,Hydrologie,na,na
4960,_01991,2583955,1106401,Val de Bagnes,,,Géotechnique,na,na
4961,_01992,2584161,1110415,Riddes,,,Géotechnique,na,na
4962,_01993,2591933,1116196,Veysonnaz,,,Géotechnique,na,na
4963,_01994,2594097,1120662,Sion,,,Infiltration,na,na
4965,_01995,2607486,1125988,Sierre,,,Dangers naturels,na,na
4968,_01996,2590498,1114061,Nendaz,,,Géotechnique,na,na
4970,_01997,2606047,1126331,Sierre,,,Géotechnique,na,na
4971,_01998,2588917,1119372,Conthey,,,Géotechnique,na,na
4972,_01999,2553225,1147995,Chardonne,,,Géotechnique,na,na
4973,_02000,2581246,1113570,Saillon,,,Caméra,na,na
4975,_02001,2587620,1113865,Nendaz,,,Géotechnique,na,na
4979,_02002,2554114,1145556,Vevey,,,PAC,na,na
4980,_02003,2594077,1118377,Sion,,,Dangers naturels,na,na
4982,_02004,2595161,1119752,Sion,,,Géologie,na,na
4984,_02005,2580453,1113180,Saillon,,,Géotechnique,na,na
4987,_02006,2596048,1125832,Arbaz,,,Hydrogéologie,na,na
4991,_02007,2601725,1122385,Grône,,,Géotechnique,Hydrogéologie,na
4993,_02008,2595086,1120580,Sion,,,Géotechnique,na,na
4995,_02009,2592950,1117000,Sion,,,Géotechnique,na,na
4996,_02010,2584576,1110341,Riddes,,,Géotechnique,na,na
4997,_02011,2584945,1109864,Riddes,,,Géotechnique,na,na
4998,_02012,2592705,1115651,Nendaz,,,Géotechnique,na,na
4999,_02013,2560478,1141151,Veytaux,,,Géotechnique,na,na
5001,_02014,2587528,1110031,Isérables,,,Géotechnique,na,na
5002,_02015,,,Lens,Aucune info,Essaie ME Route de Vaas-Granges,Essais de plaque,na,na
5003,_02016,,,Lens,Aucune info,Essaie ME Lens,Essais de plaque,na,na
5004,_02017,,,na,Aucune info,Essaie ME Route Argnou,Essais de plaque,na,na
5005,_02018,2588069,1119375,Vétroz,,Essaie ME Route Cantonale - Vétroz,Essais de plaque,na,na
5006,_02019,2590649,1119050,Sion,,,Infiltration,na,na
5007,_02020,2602905,1126871,Crans-Montana,,,Géotechnique,na,na
5009,_02021,2593189,1115680,Nendaz,,,EIE,na,na
5010,_02022,2589576,1117776,Conthey,,,Géotechnique,Hydrogéologie,na
5011,_02023,2589691,1120067,Conthey,,,Hydrogéologie,na,na
5012,_02024,2594630,1113330,Vex,,,Hydrogéologie,na,na
5013,_02025,2582333,1112649,Riddes,,Essaie ME Hornabach Riddes,Essais de plaque,na,na
5014,_02026,,,Sion,Aucune info,Essais Me - Rte du Vieux Village - Bramois,Essais de plaque,na,na
5015,_02027,2584496,1109976,Riddes,,,Géotechnique,na,na
5016,_02028,2558486,1116858,Val-d'Illiez,,,Géotechnique,na,na
5017,_02029,2582866,1113216,Riddes,Dossier vide N:\ - Existant dans la base de données,Construction Immeuble parc 1954 à Riddes - DOSSIER VIDE,Géotechnique,na,na
5018,_02030,,,Evolène,Aucune info, Essais Me - Place de la Poste - Les Haudères,Essais de plaque,na,na
5019,_02031,,,Vétroz,Aucune info,Tranchée d’infiltration Orchis des Alpes,Infiltration,Hydrogéologie,na
5020,_02032,2593459,1118721,Sion,,,Géothermie,na,na
5021,_02033,2578548,1119543,Chamoson,,,Hydrogéologie,na,na
5022,_02034,2592760,1115600,Nendaz,,,Géotechnique,na,na
5023,_02035,2572063,1106806,Martigny,,,Hydrogéologie,na,na
5024,_02036,2581279,1103767,Val de Bagnes,,,Hydrogéologie,na,na
5026,_02037,2593512,1119736,Sion,,,Géotechnique,na,na
5027,_02038,2581986,1114096,Leytron,,,Sites contaminés,na,na
5028,_02039,2592903,1119395,Sion,,,Géotechnique,na,na
5029,_02040,2586821,1113507,Nendaz,,,Dangers naturels,na,na
5030,_02041,2605176,1107318,Evolène,,,Hydrogéologie,na,na
5031,_02042,,,Martigny,Aucune info,Essais Me - Rte du Vivier - Le Guercet,Essais de plaque,na,na
5032,_02043,2530734,1161268,Penthaz,,,Carte de dangers,na,na
5033,_02044,2584900,1115650,Chamoson,,,Hydrogéologie,na,na
5034,_02045,2587310,1118345,Vétroz,,,Géotechnique,na,na
5035,_02046,2577049,1111021,Fully,,PAC Francey Fully,Géothermie,na,na
5036,_02047,,,Hérémence,Aucune info,Essais Me - RC à lamont dHérémence,Essais de plaque,na,na
5037,_02048,2579774,1111252,Saxon,,,Géotechnique,na,na
5038,_02049,2589709,1119911,Conthey,,,Infiltration,na,na
5039,_02050,2580939,1114900,Leytron,,,PAC,na,na
5040,_02051,,,Ayent,aucune info,Chantier Nikolic_Anzère,Géotechnique,na,na
5041,_02052,2530743,1161265,Penthaz,,Fouille parcelle 93 Penthaz,Géotechnique,na,na
5042,_02053,2593352,1120474,Sion,,,Infiltration,na,na
5043,_02054,2595262,1119793,Sion,,,Géotechnique,na,na
5044,_02055,2592284,1115866,Veysonnaz,,,Géotechnique,na,na
5045,_02056,2588540,1113757,Nendaz,,,Géotechnique,na,na
5046,_02057,2594029,1116800,Sion,,,Géotechnique,na,na
5047,_02058,2599807,1120044,Mont-Noble,,,Géotechnique,na,na
5048,_02059,2599108,1121073,Grône,,,Dangers naturels,na,na
5050,_02060,2600020,1114799,St-Martin,,,Géologie,na,na
5051,_02061,2592326,1121906,Savièse,,,Géotechnique,na,na
5052,_02062,2588944,1119666,Conthey,,,Géothermie,na,na
5053,_02063,2596505,1111986,Hérémence,,,Géologie,na,na
5054,_02064,2596619,1114049,Hérémence,,,Géotechnique,na,na
5056,_02065,2582650,1112800,Riddes,,,Géothermie,na,na
5057,_02066,2590534,1117400,Sion,,,Dangers hydrologiques,na,na
5058,_02067,2587350,1113640,Nendaz,,,Hydrologie,na,na
5059,_02068,2582248,1115032,Leytron,,,Géotechnique,na,na
5060,_02069,2581119,1115062,Leytron,,Transformation 10437 à Produit,Géotechnique,na,na
5061,_02070,2593460,1119915,Sion,,,Géotechnique,Hydrogéologie,na
5062,_02071,2597278,1107463,Hérémence,,,Dangers naturels,na,na
5063,_02072,2552849,1148032,Chardonne,,,Ebranlements géophone,na,na
5064,_02073,2596083,1121647,Sion,,,Carte de dangers,na,na
5065,_02074,2583779,1106230,Val de Bagnes,,,Géothermie,na,na
5066,_02075,2581317,1127476,Conthey,,,Dangers naturels,na,na
5067,_02076,2579404,1109410,Saxon,,,Expertise,na,na
5068,_02077,,,Ayent,aucune info,Chalet Pannaimmob 6240DIF_Anzère,Géotechnique,na,na
5069,_02078,2590659,1118461,Sion,,Aéroport Sion,Essais de plaque,na,na
5070,_02079,2588198,1114035,Nendaz,,,Danger hydrologique,na,na
5071,_02080,2582519,1103245,Val de Bagnes,,,Géotechnique,na,na
5072,_02081,2590632,1117550,Sion,,,Géotechnique,na,na
5073,_02082,2593406,1120498,Sion,Dossier vide N:\ - Existant dans la base de données,DOSSIER VIDE,Infiltration,na,na
5074,_02083,,,Sion,aucune info,Essais Me - Rte des Gardes de Nuit - Sion,Essais de plaque,na,na
5075,_02084,2579782,1115971,Leytron,,,Géothermie,na,na
5076,_02085,2544551,1171498,Bercher,,,Géotechnique,na,na
5077,_02086,,,Hérémence,Aucune info,Chalet Santschi à Mâche,Géotechnique,na,na
5078,_02087,,,Nendaz,Dossier vide N:\ - Existant dans la base de données,DOSSIER VIDE,Géotechnique,na,na
5079,_02088,2589784,1107550,Nendaz,,,Hydrologie,na,na
5080,_02089,2587375,1113684,Nendaz,,,Danger hydrologique,na,na
5081,_02090,,,Lens,Aucune info,Essais de plaque - Rte dIcogne - Lens,Essais de plaque,na,na
5082,_02091,2606625,1128550,Noble-Contrée,,,Géotechnique,na,na
5083,_02092,2599559,1120062,Mont-Noble,,,Dangers naturels,na,na
5084,_02093,,,Lens,Aucune info,Essais de plaque - Rte de Dailly - Lens,Essais de plaque,na,na
5085,_02094,2607117,1128731,Noble-Contrée,,"Villa Crettaz, parcelles 667 et 668, Venthône",Géotechnique,na,na
5086,_02095,,,Ayent,Aucune info,Essais de plaque Rt Rougenan Botyre Ayent,Essais de plaque,na,na
5087,_02096,2572067,1126365,Gryon,,,Géothermie,na,na
5088,_02097,2607117,1128731,Noble-Contrée,Dossier vide N:\ - N'existe pas dans la base de donnée / lié au mandat 5085 ?,DOSSIER VIDE,na,na,na
5089,_02098,,,Anniviers,Aucune info,Essais Me - Route de Vissoie - direction St Luc,Essais de plaque,na,na
5090,_02099,2583193,1113302,Rides,,Essais Me Place de Foire Riddes ATRA,Géotechnique,na,na
5091,_02100,2569869,1103560,Martigny-Combe,,,Géologie,na,na
5092,_02101,2594602,1113336,Vex,,,Hydrogéologie,na,na
5093,_02102,2602951,1109890,St-Martin,,,Environnement,na,na
5094,_02103,2590255,1117584,na,Multi communes,ligne 380 kV Rhone3,Hydrogéologie,na,na
5095,_02104,2633818,1127742,Visp,,,Hydrogéologie,na,na
5096,_02105,2584242,1110402,Riddes,,Mur de soutènement DIANA parc 6075 La Tzoumaz,Géotechnique,na,na
5097,_02106,2584335,1110205,Riddes,,,Géotechnique,na,na
5098,_02107,2585157,1110051,Riddes,,,Géotechnique,na,na
5099,_02108,2594103,1120195,Sion,,,Dangers naturels,na,na
5100,_02109,2600740,1111709,St-Martin,,,Carte de dangers,na,na
5101,_02110,2593450,1119345,Sion,,,Géotechnique,na,na
5102,_02111,2599743,1117222,Mont-Noble,,,Dangers naturels,na,na
5103,_02112,2530412,1160400,na,Multi communes,Cartographie hydro Pentalaz,Dangers naturels,na,na
5104,_02113,2588524,1115027,Nendaz,,,Dangers naturels,na,na
5105,_02114,,,Sion,Dossier vide N:\ - Existant dans la base de données,DOSSIER VIDE,Géotechnique,na,na
5106,_02115,,,St-Léonard,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5107,_02116,2596748,1114424,Hérémence,,,Géotechnique,na,na
5108,_02117,2585690,1117738,Ardon,,,Géotechnique,na,na
5109,_02118,2599110,1119796,Mont-Noble,,,Dangers naturels,na,na
5110,_02119,2593840,1118195,Sion,,Projet Nathalie Pfefferlé à Salins,Géotechnique,na,na
5111,_02120,2541792,1151041,Lutry,,,Géotechnique,na,na
5112,_02121,,,Fully,Aucune info,Essai Me à Fully,Essais de plaque,na,na
5113,_02122,2584334,1110741,Riddes,,,Géotechnique,na,na
5114,_02123,2533670,1155312,Crissier,,,Géotechnique,na,na
5115,_02124,2588279,1116750,Vétroz,,,Géotechnique,na,na
5116,_02125,2596256,1114938,Hérémence,,,Géotechnique,na,na
5117,_02126,2595632,1122323,Grimisuat,,,Géotechnique,na,na
5118,_02127,2588098,1119511,Vétroz,,,Géotechnique,na,na
5119,_02128,2597510,1116619,Vex,,,Enseignement,na,na
5120,_02129,2592235,1116202,Veysonnaz,,,Carte de dangers,na,na
5121,_02130,2564619,1116810,Vérossaz,,,Sites contaminés,na,na
5122,_02131,,,na,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Carte de dangers,na,na
5123,_02132,2591952,1115646,Veysonnaz,,,Géotechnique,na,na
5124,_02133,2593950,1120883,Sion,,,Géotechnique,na,na
5125,_02134,2587230,1119508,Vétroz,,,Géotechnique,na,na
5126,_02135,2593379,1120186,Sion,,,Ebranlements géophone,na,na
5127,_02136,2585177,1113203,Isérables,,,Géotechnique,na,na
5128,_02137,2582512,1114132,Leytron,,,Géotechnique,na,na
5129,_02138,2584244,1110954,Riddes,,,Géotechnique,na,na
5130,_02139,2598519,1118999,Mont-Noble,,,Géotechnique,na,na
5131,_02140,2596049,1120645,Sion,,,Géotechnique,na,na
5132,_02141,2583930,1106181,Val de Bagnes,,,Géotechnique,na,na
5133,_02142,2584215,1104561,Val de Bagnes,,Pas de rapport,Géotechnique,na,na
5134,_02143,2592748,1115694,Nendaz,,,Géotechnique,na,na
5135,_02144,2558121,1144569,Montreux,,,Géotechnique,na,na
5136,_02145,2592260,1115442,Nendaz,,,Géotechnique,na,na
5137,_02146,,,Martigny,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Caméra,na,na
5138,_02147,,,Blonay - Saint-Légier,Aucune info,Pas de rapport,Géotechnique,na,na
5139,_02148,2596532,1113368,Hérémence,,,Géotechnique,na,na
5140,_02149,2586002,1118117,Ardon,,,Géologie,na,na
5141,_02150,,,na,Outils trajectoval3D, Méthodologie de zonage chutes de blocs 3D,Dangers naturels,na,na
5142,_02151,2608027,1126414,Sierre,,,Hydrogéologie,na,na
5143,_02152,2599614,1117820,Mont-Noble,,,Expertise,na,na
5144,_02153,2598145,1122745,St-Léonard,,,Géotechnique,na,na
5145,_02154,,,Sion,Aucune info,Pas de rapport,Géotechnique,na,na
5146,_02155,2592377,1122043,Savièse,,,Géotechnique,na,na
5147,_02156,2574837,1109661,Fully,,Pas de rapport,Géotechnique,na,na
